trial,instr,fired_lanes,n_fired,ct0,ct1,ct2,ct3,diff_count_0,diff_count_1,diff_count_2,diff_count_3,col_0,col_1,col_2,col_3
i5436,5436,"0,1,2,3",4,3925841d02dc09fbdc11859719f90b32,8df4e9aac5c7573a27d8d055d63dd64b,2f49671c7ab81b2f435d9b650ee8b8c1,e16b676be413d87d83edb9aef73f47f4,1,1,1,1,-1,-1,-1,-1
i5440,5440,"0,1,2,3",4,3925841d02dc09fbdc116497196a0b32,8df4e9aac5c7573a27d80255d6e4d64b,2f49671c7ab81b2f435db6650e35b8c1,e16b676be413d87d83ed81aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5444,5444,"0,1,2,3",4,3925841d02dc09fbdc11db97196a0b32,8df4e9aac5c7573a27d85c55d6e4d64b,2f49671c7ab81b2f435dd6650e35b8c1,e16b676be413d87d83edd4aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5448,5448,"0,1,2,3",4,3925841d02dc0971dc118597196a0b32,8df4e9aac5c7570427d8d055d6e4d64b,2f49671c7ab81b09435d9b650e35b8c1,e16b676be413d8e783edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5452,5452,"0,1,2,3",4,3925841deddc09fbdc118597196a0b32,8df4e9aa3ac7573a27d8d055d6e4d64b,2f49671c44b81b2f435d9b650e35b8c1,e16b676ba213d87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5456,5456,"0,1,2,3",4,3940841d02dc09fbdc118597196a0b32,8d9be9aac5c7573a27d8d055d6e4d64b,2fe1671c7ab81b2f435d9b650e35b8c1,e14b676be413d87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5460,5460,"0,1,2,3",4,3925841d02dc09fbdc118597196ab532,8df4e9aac5c7573a27d8d055d6e4b64b,2f49671c7ab81b2f435d9b650e358bc1,e16b676be413d87d83edb9aef7b8c6f4,1,1,1,1,-1,-1,-1,-1
i5464,5464,"0,1,2,3",4,3925841d02dc09fbdc118597196aca32,8df4e9aac5c7573a27d8d055d6e49b4b,2f49671c7ab81b2f435d9b650e351ec1,e16b676be413d87d83edb9aef7b8cff4,1,1,1,1,-1,-1,-1,-1
i5468,5468,"0,1,2,3",4,3925841d02dc09fbdc1185e9196a0b32,8df4e9aac5c7573a27d8d0b6d6e4d64b,2f49671c7ab81b2f435d9b5c0e35b8c1,e16b676be413d87d83edb9b9f7b847f4,1,1,1,1,-1,-1,-1,-1
i5472,5472,"0,1,2,3",4,3925841d02dc09fb73118597196a0b32,8df4e9aac5c7573ae6d8d055d6e4d64b,2f49671c7ab81b2f385d9b650e35b8c1,e16b676be413d87dc1edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5476,5476,"0,1,2,3",4,3925841d02b609fbdc118597196a0b32,8df4e9aac583573a27d8d055d6e4d64b,2f49671c7ab41b2f435d9b650e35b8c1,e16b676be4f3d87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5480,5480,"0,1,2,3",4,3925371d02dc09fbdc118597196a0b32,8df415aac5c7573a27d8d055d6e4d64b,2f494e1c7ab81b2f435d9b650e35b8c1,e16b4e6be413d87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5484,5484,"0,1,2,3",4,3925841d02dc09fbdc118597196a0b0b,8df4e9aac5c7573a27d8d055d6e4d637,2f49671c7ab81b2f435d9b650e35b840,e16b676be413d87d83edb9aef7b8470f,1,1,1,1,-1,-1,-1,-1
i5488,5488,"0,1,2,3",4,3925841d02dc09fbdc118597df6a0b32,8df4e9aac5c7573a27d8d0551ee4d64b,2f49671c7ab81b2f435d9b65fb35b8c1,e16b676be413d87d83edb9ae73b847f4,1,1,1,1,-1,-1,-1,-1
i5492,5492,"0,1,2,3",4,3925841d02dc09fbdcd48597196a0b32,8df4e9aac5c7573a27bbd055d6e4d64b,2f49671c7ab81b2f431f9b650e35b8c1,e16b676be413d87d83f2b9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5496,5496,"0,1,2,3",4,3925841d02dc5ffbdc118597196a0b32,8df4e9aac5c7dd3a27d8d055d6e4d64b,2f49671c7ab8142f435d9b650e35b8c1,e16b676be413387d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5500,5500,"0,1,2,3",4,3925847002dc09fbdc118597196a0b32,8df4e982c5c7573a27d8d055d6e4d64b,2f4967ba7ab81b2f435d9b650e35b8c1,e16b67e3e413d87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5504,5504,"0,1,2,3",4,2a25841d02dc09fbdc118597196a0b32,90f4e9aac5c7573a27d8d055d6e4d64b,c349671c7ab81b2f435d9b650e35b8c1,ee6b676be413d87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5508,5508,"0,1,2,3",4,3925841d02dc09fbdc11859719a30b32,8df4e9aac5c7573a27d8d055d6dcd64b,2f49671c7ab81b2f435d9b650e9cb8c1,e16b676be413d87d83edb9aef75147f4,1,1,1,1,-1,-1,-1,-1
i5512,5512,"0,1,2,3",4,3925841d02dc09fbdc117a97196a0b32,8df4e9aac5c7573a27d82f55d6e4d64b,2f49671c7ab81b2f435d64650e35b8c1,e16b676be413d87d83ed46aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5516,5516,"0,1,2,3",4,3925841deddc09fbdc118597196a0b32,8df4e9aa3ac7573a27d8d055d6e4d64b,2f49671c44b81b2f435d9b650e35b8c1,e16b676ba213d87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5520,5520,"0,1,2,3",4,39d3841d02dc09fbdc118597196a0b32,8d14e9aac5c7573a27d8d055d6e4d64b,2f36671c7ab81b2f435d9b650e35b8c1,e1de676be413d87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5524,5524,"0,1,2,3",4,3925841d02dc09fbdc118597196af432,8df4e9aac5c7573a27d8d055d6e4294b,2f49671c7ab81b2f435d9b650e3547c1,e16b676be413d87d83edb9aef7b8b8f4,1,1,1,1,-1,-1,-1,-1
i5528,5528,"0,1,2,3",4,3925841d02dc09fb73118597196a0b32,8df4e9aac5c7573ae6d8d055d6e4d64b,2f49671c7ab81b2f385d9b650e35b8c1,e16b676be413d87dc1edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5532,5532,"0,1,2,3",4,3925841d02ee09fbdc118597196a0b32,8df4e9aac593573a27d8d055d6e4d64b,2f49671c7a111b2f435d9b650e35b8c1,e16b676be45cd87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5536,5536,"0,1,2,3",4,39257b1d02dc09fbdc118597196a0b32,8df416aac5c7573a27d8d055d6e4d64b,2f49981c7ab81b2f435d9b650e35b8c1,e16b986be413d87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5540,5540,"0,1,2,3",4,3925841d02dc09fbdc118597df6a0b32,8df4e9aac5c7573a27d8d0551ee4d64b,2f49671c7ab81b2f435d9b65fb35b8c1,e16b676be413d87d83edb9ae73b847f4,1,1,1,1,-1,-1,-1,-1
i5544,5544,"0,1,2,3",4,3925841d02dc09fbdc1f8597196a0b32,8df4e9aac5c7573a27c0d055d6e4d64b,2f49671c7ab81b2f434c9b650e35b8c1,e16b676be413d87d83c0b9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5548,5548,"0,1,2,3",4,3925841d02dcf6fbdc118597196a0b32,8df4e9aac5c7a83a27d8d055d6e4d64b,2f49671c7ab8e42f435d9b650e35b8c1,e16b676be413277d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5552,5552,"0,1,2,3",4,3925841d02dc09fbdc11859719950b32,8df4e9aac5c7573a27d8d055d61bd64b,2f49671c7ab81b2f435d9b650ecab8c1,e16b676be413d87d83edb9aef74747f4,1,1,1,1,-1,-1,-1,-1
i5556,5556,"0,1,2,3",4,3925841d02dc09fbdc117a97196a0b32,8df4e9aac5c7573a27d82f55d6e4d64b,2f49671c7ab81b2f435d64650e35b8c1,e16b676be413d87d83ed46aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5560,5560,"0,1,2,3",4,392584e202dc09fbdc118597196a0b32,8df4e955c5c7573a27d8d055d6e4d64b,2f4967e37ab81b2f435d9b650e35b8c1,e16b6794e413d87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5564,5564,"0,1,2,3",4,c625841d02dc09fbdc118597196a0b32,72f4e9aac5c7573a27d8d055d6e4d64b,d049671c7ab81b2f435d9b650e35b8c1,1e6b676be413d87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5568,5568,"0,1,2,3",4,39da841d02dc09fbdc118597196a0b32,8d0be9aac5c7573a27d8d055d6e4d64b,2fb6671c7ab81b2f435d9b650e35b8c1,e194676be413d87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5572,5572,"0,1,2,3",4,39257b1d02dc09fbdc118597196a0b32,8df416aac5c7573a27d8d055d6e4d64b,2f49981c7ab81b2f435d9b650e35b8c1,e16b986be413d87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5576,5576,"0,1,2,3",4,3925841dfddc09fbdc118597196a0b32,8df4e9aa3ac7573a27d8d055d6e4d64b,2f49671c85b81b2f435d9b650e35b8c1,e16b676b1b13d87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5580,5580,"0,1,2,3",4,3925841d022309fbdc118597196a0b32,8df4e9aac538573a27d8d055d6e4d64b,2f49671c7a471b2f435d9b650e35b8c1,e16b676be4ecd87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5584,5584,"0,1,2,3",4,3925841d02dcf6fbdc118597196a0b32,8df4e9aac5c7a83a27d8d055d6e4d64b,2f49671c7ab8e42f435d9b650e35b8c1,e16b676be413277d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5588,5588,"0,1,2,3",4,3925841d02dc09fb23118597196a0b32,8df4e9aac5c7573ad8d8d055d6e4d64b,2f49671c7ab81b2fbc5d9b650e35b8c1,e16b676be413d87d7cedb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5592,5592,"0,1,2,3",4,3925841d02dc09fbdcee8597196a0b32,8df4e9aac5c7573a2727d055d6e4d64b,2f49671c7ab81b2f43a29b650e35b8c1,e16b676be413d87d8312b9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5596,5596,"0,1,2,3",4,3925841d02dc09fbdc117a97196a0b32,8df4e9aac5c7573a27d82f55d6e4d64b,2f49671c7ab81b2f435d64650e35b8c1,e16b676be413d87d83ed46aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5600,5600,"0,1,2,3",4,3925841d02dc09fbdc118597e66a0b32,8df4e9aac5c7573a27d8d05529e4d64b,2f49671c7ab81b2f435d9b65f135b8c1,e16b676be413d87d83edb9ae08b847f4,1,1,1,1,-1,-1,-1,-1
i5604,5604,"0,1,2,3",4,3925841d02dc09fbdc11859719950b32,8df4e9aac5c7573a27d8d055d61bd64b,2f49671c7ab81b2f435d9b650ecab8c1,e16b676be413d87d83edb9aef74747f4,1,1,1,1,-1,-1,-1,-1
i5608,5608,"0,1,2,3",4,3925841d02dc09fbdc118597196af432,8df4e9aac5c7573a27d8d055d6e4294b,2f49671c7ab81b2f435d9b650e3547c1,e16b676be413d87d83edb9aef7b8b8f4,1,1,1,1,-1,-1,-1,-1
i5612,5612,"0,1,2,3",4,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5616,5616,"0,1,2,3",4,c625841d02dc09fbdc118597196a0b32,72f4e9aac5c7573a27d8d055d6e4d64b,d049671c7ab81b2f435d9b650e35b8c1,1e6b676be413d87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5620,5620,"0,1,2,3",4,392584e202dc09fbdc118597196a0b32,8df4e955c5c7573a27d8d055d6e4d64b,2f4967e37ab81b2f435d9b650e35b8c1,e16b6794e413d87d83edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5624,5624,"0,1,2,3",4,3925841d02dc0904dc118597196a0b32,8df4e9aac5c757c527d8d055d6e4d64b,2f49671c7ab81bd0435d9b650e35b8c1,e16b676be413d88283edb9aef7b847f4,1,1,1,1,-1,-1,-1,-1
i5628,5628,"0,1,2,3",4,3925841d02dc09fbdc118568196a0b32,8df4e9aac5c7573a27d8d0aad6e4d64b,2f49671c7ab81b2f435d9b9a0e35b8c1,e16b676be413d87d83edb951f7b847f4,1,1,1,1,-1,-1,-1,-1
i5632,5632,"0,1,2,3",4,3925841d02dc09fbdc118597196a0bcd,8df4e9aac5c7573a27d8d055d6e4d6b4,2f49671c7ab81b2f435d9b650e35b83e,e16b676be413d87d83edb9aef7b8470b,1,1,1,1,-1,-1,-1,-1
i5636,5636,"0,1,2,3",4,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5640,5640,"0,1,2,3",4,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5644,5644,"0,1,2,3",4,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5648,5648,"0,1,2,3",4,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5652,5652,"0,1,2,3",4,,,,,-1,-1,-1,-1,-1,-1,-1,-1
i5656,5656,"0,1,2,3",4,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5660,5660,"0,1,2,3",4,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5664,5664,"0,1,2,3",4,,,,,-1,-1,-1,-1,-1,-1,-1,-1
i5668,5668,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5672,5672,0,1,,,,,-1,-1,-1,-1,-1,-1,-1,-1
i5676,5676,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5680,5680,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5684,5684,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5688,5688,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5692,5692,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5696,5696,0,1,,,,,-1,-1,-1,-1,-1,-1,-1,-1
i5700,5700,0,1,,,,,-1,-1,-1,-1,-1,-1,-1,-1
i5704,5704,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5708,5708,0,1,,,,,-1,-1,-1,-1,-1,-1,-1,-1
i5712,5712,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5716,5716,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5720,5720,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5724,5724,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5728,5728,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5732,5732,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5736,5736,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5740,5740,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5744,5744,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5748,5748,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5752,5752,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5756,5756,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5760,5760,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5764,5764,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5768,5768,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5772,5772,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5776,5776,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5780,5780,0,1,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5784,5784,0,1,,,,,-1,-1,-1,-1,-1,-1,-1,-1
i5788,5788,,0,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5792,5792,,0,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5796,5796,,0,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
i5800,5800,,0,3925841d02dc09fbdc118597196a0b32,8df4e9aac5c7573a27d8d055d6e4d64b,2f49671c7ab81b2f435d9b650e35b8c1,e16b676be413d87d83edb9aef7b847f4,0,0,0,0,-1,-1,-1,-1
